term_str,n,p,i,h,n_chars,max_pos,stem_porter,stem_snowball,stem_lancaster
exhibiting,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,VBG,exhibit,exhibit,exhibit
cocrfenialostios,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,NNS,cocrfenialostio,cocrfenialostio,cocrfenialostio
956,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,956,956,956
12-18,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,JJ,12-18,12-18,12-18
3mm,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,3mm,3mm,3mm
15mm,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,15mm,15mm,15mm
ascribed,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNS,ascrib,ascrib,ascrib
ductilebrittle,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,ductilebrittl,ductilebrittl,ductilebrittl
pughs,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NNS,pugh,pugh,pugh
10-30co-1025cr,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,JJ,10-30co-1025cr,10-30co-1025cr,10-30co-1025cr
fcc-structured,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,JJ,fcc-structur,fcc-structur,fcc-structured
3135,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,3135,3135,3135
8573,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,8573,8573,8573
968,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,968,968,968
549,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,549,549,549
mpaat77,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,mpaat77,mpaat77,mpaat77
faults,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NNS,fault,fault,fault
ni-10co-25cr,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,ni-10co-25cr,ni-10co-25cr,ni-10co-25cr
claimed,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,claim,claim,claim
cross-slip,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,cross-slip,cross-slip,cross-slip
ni30co-25cr,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,ni30co-25cr,ni30co-25cr,ni30co-25cr
cocr,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,cocr,cocr,cocr
matter,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,matter,matter,mat
co-cr,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,co-cr,co-cr,co-cr
cyiani,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,cyiani,cyiani,cyian
ni-5-30,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,ni-5-30,ni-5-30,ni-5-30
ni-10-30co1025cr,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,NN,ni-10-30co1025cr,ni-10-30co1025cr,ni-10-30co1025cr
ni-30co-10cr,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,ni-30co-10cr,ni-30co-10cr,ni-30co-10cr
8a-8e,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,JJ,8a-8,8a-8,8a-8e
holding,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBG,hold,hold,hold
ni-25co,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,ni-25co,ni-25co,ni-25co
0075,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,0075,0075,0075
avat,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,avat,avat,av
ni-10-30,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,ni-10-30,ni-10-30,ni-10-30
co-10-25cr,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,co-10-25cr,co-10-25cr,co-10-25cr
4a-4d,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,JJ,4a-4d,4a-4d,4a-4d
tco,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,tco,tco,tco
agree,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,agre,agre,agr
5a5f,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,5a5f,5a5f,5a5f
ni-10co,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,ni-10co,ni-10co,ni-10co
ni-20cr,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,ni-20cr,ni-20cr,ni-20cr
cj2,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,cj2,cj2,cj2
ni-196cr,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,ni-196cr,ni-196cr,ni-196cr
comes,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,VBZ,come,come,com
neglect,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,neglect,neglect,neglect
zero-point,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,zero-point,zero-point,zero-point
exchangecorrelation,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,19,NN,exchangecorrel,exchangecorrel,exchangecorrel
coat,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,coat,coat,coat
overestimation,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,overestim,overestim,overestim
6a-6f,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,JJ,6a-6f,6a-6f,6a-6f
7a7c,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,7a7c,7a7c,7a7c
emphasizes,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NNS,emphas,emphas,emphas
cocrfenialxtiy,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,cocrfenialxtiy,cocrfenialxtiy,cocrfenialxtiy
dimensions,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NNS,dimens,dimens,dimend
ues,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NNS,ue,ue,ue
clean,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,clean,clean,cle
nickel,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,nickel,nickel,nickel
cobalt,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,cobalt,cobalt,cobalt
chromium,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,chromium,chromium,chromium
ferrous,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,JJ,ferrou,ferrous,fer
mple,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,mple,mple,mple
voltage,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,voltag,voltag,volt
punch,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,punch,punch,punch
electrodes,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NNS,electrod,electrod,electrod
applicator,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,applic,applic,apply
save,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,VB,save,save,sav
cocrfenialos5ti,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,NN,cocrfenialos5ti,cocrfenialos5ti,cocrfenialos5ti
cocrfenitij5,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,cocrfenitij5,cocrfenitij5,cocrfenitij5
cocrfeniaitig5,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,cocrfeniaitig5,cocrfeniaitig5,cocrfeniaitig5
methanol,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,methanol,methanol,methanol
inhibit,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,inhibit,inhibit,inhibit
agglomeration,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,agglomer,agglomer,agglom
contacts,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNS,contact,contact,contact
period,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,period,period,period
pressed,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBN,press,press,press
consumption,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,consumpt,consumpt,consum
26-31,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,JJ,26-31,26-31,26-31
x05,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,x05,x05,x05
hypothesis,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,hypothesi,hypothesi,hypothes
y005,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,y005,y005,y005
y05,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,y05,y05,y05
activatedassisted,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,17,VBN,activatedassist,activatedassist,activatedassist
feni,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,feni,feni,fen
gathered,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBN,gather,gather,gath
700hv,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,700hv,700hv,700hv
5tio5,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,5tio5,5tio5,5tio5
cocrfenialo5tio5,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,NN,cocrfenialo5tio5,cocrfenialo5tio5,cocrfenialo5tio5
8-16,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,JJ,8-16,8-16,8-16
918-24,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,CD,918-24,918-24,918-24
densify,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,densifi,densifi,dens
dustrial,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,dustrial,dustrial,dust
disadvantages,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NNS,disadvantag,disadvantag,disadv
economy,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,economi,economi,econom
limitations,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NNS,limit,limit,limit
pressure-assisted,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,17,JJ,pressure-assist,pressure-assist,pressure-assisted
consolidating,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,VBG,consolid,consolid,consolid
shorter,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,shorter,shorter,short
dwell,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,dwell,dwell,dwel
consolidate,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,consolid,consolid,consolid
originate,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,origin,origin,origin
cocktail,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,cocktail,cocktail,cocktail
periodicity,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,period,period,period
regia,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,regia,regia,reg
alo3cocrfenimnx,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,NN,alo3cocrfenimnx,alo3cocrfenimnx,alo3cocrfenimnx
alg3cocrfenimn,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,alg3cocrfenimn,alg3cocrfenimn,alg3cocrfenimn
denoting,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBG,denot,denot,denot
raw,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,raw,raw,raw
hitachi,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,hitachi,hitachi,hitach
s-3400n,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,s-3400n,s-3400n,s-3400n
energydispersive,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,JJ,energydispers,energydispers,energydispers
bruker-xflash610,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,NN,bruker-xflash610,bruker-xflash610,bruker-xflash610
aqua,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,aqua,aqua,aqu
20100,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,20100,20100,20100
twinning,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBG,twin,twin,twin
future-tech,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,future-tech,future-tech,future-tech
fr-300e,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,fr-300e,fr-300e,fr-300e
plate-type,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,plate-typ,plate-typ,plate-typ
subsize,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VB,subsiz,subsiz,subs
astm,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,astm,astm,astm
chun,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,chun,chun,chun
yen,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,yen,yen,yen
cy-6040a4,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,cy-6040a4,cy-6040a4,cy-6040a4
testers,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NNS,tester,tester,test
850,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,850,850,850
293,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,293,293,293
nacl,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,nacl,nacl,nac
nanostructure,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,nanostructur,nanostructur,nanostruct
0007,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,0007,0007,0007
counts,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NNS,count,count,count
measures,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNS,measur,measur,meas
periodic,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,period,period,period
highentropy,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,highentropi,highentropi,highentrop
developments,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NNS,develop,develop,develop
percentages,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NNS,percentag,percentag,perc
thirteen,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,thirteen,thirteen,thirteen
alcocrfeni-based,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,JJ,alcocrfeni-bas,alcocrfeni-bas,alcocrfeni-based
malleability,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,malleabl,malleabl,mal
alcrfeconicu,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,alcrfeconicu,alcrfeconicu,alcrfeconicu
610,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,610,610,610
cheap,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,cheap,cheap,cheap
abundant,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,abund,abund,abund
earths,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NNS,earth,earth,earth
crust,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,crust,crust,crust
utilize,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VB,util,util,util
resist,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,resist,resist,resist
cost,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,cost,cost,cost
mn-containing,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,mn-contain,mn-contain,mn-containing
potentiodynamic,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,NN,potentiodynam,potentiodynam,potentiodynam
biologic,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNP,biolog,biolog,biolog
pretty,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,RB,pretti,pretti,pretty
225,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,225,225,225
213,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,213,213,213
declines,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNS,declin,declin,declin
stress-strain,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,stress-strain,stress-strain,stress-strain
homogeneously,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,RB,homogen,homogen,homog
spherical,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,JJ,spheric,spheric,spherical
cutting,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBG,cut,cut,cut
alococrfenimnx,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,alococrfenimnx,alococrfenimnx,alococrfenimnx
234,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,234,234,234
alo3cocrfenimng1,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,NN,alo3cocrfenimng1,alo3cocrfenimng1,alo3cocrfenimng1
230,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,230,230,230
stressstrain,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,stressstrain,stressstrain,stressstrain
229,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,229,229,229
466,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,466,466,466
066,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,066,066,066
366,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,366,366,366
336,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,336,336,336
ecorr,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,ecorr,ecorr,ecor
0169,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,0169,0169,0169
0172,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,0172,0172,0172
0189,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,0189,0189,0189
evidently,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,RB,evid,evid,evid
252,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,252,252,252
sp-150,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,sp-150,sp-150,sp-150
mng33,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,mng33,mng33,mng33
potentiostat,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,potentiostat,potentiostat,potentiost
mvsa,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,mvsa,mvsa,mvsa
segment,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,segment,segment,seg
rang,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,rang,rang,rang
10102,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,10102,10102,10102
3603,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,3603,3603,3603
127,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,127,127,127
